userID,gameID,prediction
u64569550,g24809309,4.473662622008
u66610671,g08353646,6.798571318576053
u23368183,g53223749,2.7951240123949503
u62857432,g75228197,5.65581227829097
u86021676,g48289742,2.005595048144516
u58947884,g46300937,5.329430322719797
u18417633,g21481926,2.027152699543021
u90174553,g00288786,3.4484110242044266
u83402391,g36859945,3.012130722800349
u92442650,g03207903,3.775313257743519
u42897868,g16653801,3.3992349425258377
u09703080,g29741733,3.947699353963058
u84410758,g98293003,5.109724521269188
u47573995,g24268800,2.098383900223956
u74849356,g00131880,3.1120556176118126
u61175090,g22771657,2.1239285005950137
u22964372,g77681780,2.4733768934779183
u32780791,g72856076,4.638138272818741
u35902127,g77806076,6.537262011863938
u53777615,g72460998,2.812017415461772
u32098095,g46446145,4.215641591681738
u44521634,g85103579,3.7570766286514896
u93652398,g53715495,5.540464510632838
u71386265,g59271404,3.607241607774122
u55631103,g11862712,5.455590038864324
u30873465,g09482600,4.181661015203545
u62247393,g52620301,2.5552781661374815
u61544968,g52077802,1.8343340953294305
u84256962,g41988339,1.8337727127665224
u69837222,g85252310,2.7772469832231454
u16598632,g86399378,2.347014127495799
u97764793,g76822730,4.0458910292274375
u09970728,g98075409,1.2019359659211464
u74357322,g69051492,2.300347718244269
u14734731,g61264440,3.5871174977904126
u62354011,g33872505,2.078859363025648
u96545303,g04641598,0.9034869943470709
u87731122,g99758692,3.8808210773680565
u06064559,g45328688,5.892761926096294
u23791734,g79333823,7.357912201747968
u07403582,g91479688,8.355191026367287
u17313321,g25612121,3.250769940445807
u55666073,g38434648,3.0398484707210116
u44000052,g14512041,2.740200164321395
u67398492,g78518895,4.76034630546957
u72218324,g26192910,4.168321084373773
u44185960,g06266910,1.4783745880715888
u47146279,g28397260,2.030841480456974
u20659941,g16967024,2.1634444158430695
u30193040,g69033010,4.838419120665479
u72312721,g27727435,4.014636266295703
u09282584,g61877459,4.509387754315728
u85859952,g89809648,3.744980631223415
u94739498,g95916447,3.3800406952747166
u38112790,g11225866,4.412236018998657
u89792962,g31712310,5.424913219629072
u45021466,g51770536,4.573700398616614
u94481676,g87912242,4.944300633545241
u24112449,g06921499,4.643869858098198
u79398659,g39845845,5.531171857015319
u85801738,g34929278,2.5281604370765747
u73589158,g38724809,5.308504369854939
u27700909,g18465780,3.7245032260908633
u58254457,g40551467,4.303377274698049
u75771611,g56621675,3.4335800746780967
u86081323,g03280058,4.077861713502526
u51163091,g64167567,3.641212685083363
u74718768,g71906049,3.2493348209418307
u26858759,g34949160,3.882739407104712
u64608589,g26732871,3.9220580576493136
u32696465,g22244120,3.9149674363025353
u01122566,g57500715,4.617967407373238
u80541052,g61877459,4.771324623134018
u05581149,g15360200,3.5320735716619134
u85430536,g85617864,1.9525054461377485
u08807833,g79499736,5.3244317129343965
u31964465,g34621957,3.2835703299758383
u53074823,g91851682,3.265194018959949
u03036420,g38024861,6.597723681569867
u08166315,g34477578,5.622916856303094
u95327242,g65734768,5.878711874652145
u85288110,g59132435,1.8632757354891338
u56220457,g93432134,1.6830302768008254
u44157494,g32136079,3.678306426450503
u51839661,g86199393,4.494891278890208
u99145538,g39366834,1.93337162102245
u70647035,g61434161,4.983977636307534
u87037495,g07535543,2.4529129047853266
u23477614,g65175011,1.9208176316109626
u08343463,g51450658,3.190481572474754
u72397005,g27545941,3.0698693008535978
u50987399,g05388491,2.6994807274408776
u07709944,g93507333,2.865914456001618
u84505694,g66258359,6.392748352177618
u35200970,g80472053,2.592299063374783
u53040709,g47446961,4.592376366412691
u67942871,g68808834,3.7600164460635206
u28572651,g62954425,0.9773695766488528
u17490349,g03207903,4.470241720742377
u12934716,g88116000,2.9887675000320164
u97802984,g24982722,7.247722561811063
u90784003,g61264440,3.968606786840101
u43225830,g16135457,4.6944809094515705
u83926608,g43689131,2.9162565639458338
u04962079,g44459813,1.245236520793604
u90337818,g87749248,4.886643934069415
u45713244,g38436572,3.085356922406193
u36549785,g66086214,2.1723025598562193
u03901335,g78139956,3.046758931938485
u26771241,g70592519,2.310166425294786
u95113472,g63446287,2.9338690940209564
u87968882,g49368897,3.710442182982431
u98869198,g84020059,3.159071274983952
u39532804,g31541380,5.904352926824057
u06413947,g05286498,1.3706953389777394
u24074275,g02416235,3.764092461578753
u48165337,g89492775,5.2038574300902125
u71516011,g46862476,1.5888362254583226
u55071076,g88735741,0.47992880963122486
u51175241,g59553750,4.63954230830454
u75323279,g78826016,2.90824033297824
u45679096,g46932837,2.3511028324396164
u16343442,g89809648,5.21720819144199
u21056154,g96482153,5.165185925094874
u91634610,g10259243,4.4748819012506775
u70556502,g45229132,4.5019812059464694
u56239295,g96831210,3.389067753628619
u78669382,g12112901,1.8407457006393833
u62509621,g68559005,2.874057386894811
u63734163,g01873417,5.5407381427016995
u57077025,g06322315,2.1115230185128064
u29394603,g41577769,6.576582257158995
u93257386,g31800990,3.586028062511818
u38961187,g96221632,4.843838252446188
u25828842,g05463839,6.881383430800348
u78389390,g75228197,5.9680518354279215
u57510806,g08561999,2.7988631824556083
u60183585,g55811676,6.499799560797021
u08898885,g00919878,4.322329662168893
u36626068,g29741733,3.5476445221185053
u16503738,g24194110,2.7076092226005297
u41713397,g24479985,4.979892467761498
u81933585,g49387258,2.5478811291759604
u83720525,g66086214,2.504133450372568
u56911577,g02141122,6.601393426815568
u95348013,g64574718,4.437542871858906
u74109015,g04615400,3.8774707741714765
u85748295,g78139956,3.3838676095745193
u72986401,g70479705,2.2451775916492096
u36046248,g32799642,1.933308620565346
u50341935,g34216483,2.6896974668725906
u56316623,g25170902,4.103870698103898
u35526061,g01660600,3.84135050878628
u15844193,g48452334,1.2508010700972012
u01903817,g03128638,2.161879750218978
u78681449,g22244120,4.118326509850809
u30516690,g90538928,2.0896011725099157
u77598069,g11862712,4.454774968894048
u52623513,g68959096,5.24823059097891
u68962324,g02532016,4.53857403374095
u41605687,g00290491,3.870689113189708
u96135866,g96830890,3.7511889451943827
u33537958,g11075424,2.8754648083168948
u84685172,g84770347,4.058541031627103
u05315350,g16158766,2.541725511568173
u35787069,g57187406,3.1264157809377267
u24013589,g80438960,7.256803495336808
u82936629,g07895907,2.0825500643880135
u55473341,g54227334,3.5801587112418494
u04759919,g68047320,4.610864214357807
u29006683,g56751692,2.00744117220152
u67039884,g04462740,4.133437592891719
u55067766,g45359822,1.5310107960371226
u40742852,g40499587,7.338415243823248
u28326815,g23104067,3.7537992063709007
u17863042,g70274773,3.619393877506189
u51322914,g51234623,1.13808353971115
u37642922,g34491894,3.9751825576339006
u20249098,g68660659,2.518586728393407
u74036086,g57843499,4.6120781475598545
u18639863,g33776814,4.337233805418081
u83192523,g84994417,3.9912207742753014
u96852472,g51234623,1.6233616599102911
u86914212,g38302836,3.2781572008389306
u50855406,g68594066,2.2960235094303103
u53247100,g79027240,3.3015262868038944
u60427348,g78518895,4.7793374688126935
u46933812,g40499587,6.7256855606606365
u60105241,g65794132,1.448984453850039
u56316691,g31190276,3.711890522450701
u90678189,g87749248,5.274629414996784
u44742433,g38964542,0.946251246260728
u12891480,g17218685,4.807863670670355
u15887552,g84465937,4.94979338585126
u26285492,g70742092,5.422868764607584
u18820716,g69213131,2.9683729158792973
u35345442,g61877459,4.551498138647319
u38420807,g75513928,3.759191973054802
u92818506,g74119615,2.498476632845098
u96104653,g90154665,4.171572634671684
u42897868,g24479985,4.888077131194685
u38420807,g50163420,4.749361494906491
u37043522,g88657260,2.898395863885565
u03513073,g52947714,2.5885352430711257
u84257994,g02273341,7.181880039871896
u94006868,g80979867,3.2067249245040714
u93029368,g36122744,2.9668804534882276
u89855328,g84994417,5.2186604910540595
u62303521,g01660600,4.266892678982288
u52365785,g83147553,3.024764947900975
u50715052,g94401019,3.3212921303214245
u44337325,g32770457,6.390684559033973
u56482140,g62850718,5.816914525136691
u59370809,g90301006,2.060877546014427
u25657821,g75248233,4.8100592564309155
u67332556,g95765068,4.304800278939784
u11010664,g23188828,2.7543703614327213
u31422800,g26710111,3.5154842756153557
u35298149,g11278512,3.1669083978200083
u18782898,g34491894,2.6446464388093323
u26986311,g68132896,5.685112382102166
u71731340,g70274773,3.771971102114583
u09347986,g83853612,2.4421536160259714
u75811549,g98307890,2.365262774610623
u49170107,g75793700,4.058286640542569
u15945593,g62357377,2.9643368117761257
u50086910,g07132329,5.020949354053677
u33908008,g15360200,2.915821159446977
u05581149,g18223055,3.1796055945956723
u27252828,g48452334,1.1067586671166076
u84256962,g21595192,2.494120536364825
u09994097,g43979015,4.685204104191361
u23441276,g09482600,2.7001393731946806
u73134199,g43689131,2.4742142934266926
u55472824,g46446145,5.871413585251752
u31837396,g25723374,2.5083141975165137
u50097048,g99496555,3.771744884474441
u61884625,g92844965,4.770695874192617
u19670502,g65734768,5.8160636749998975
u18996344,g45880815,3.626032859986376
u12979095,g62022399,4.143003492415384
u82197279,g60926645,1.0058956609358118
u04759919,g76381409,4.222444540402702
u81072899,g78826016,2.7787996678216396
u52849485,g55070029,2.1283005006214717
u59290636,g70742092,6.554769690075448
u19082710,g29752784,4.304973546893962
u03242465,g79333823,8.05565090153003
u90210178,g97650885,2.6498786955205067
u73944730,g08353646,3.759636926983622
u55699496,g07132329,4.5583407206405555
u45118952,g68559005,3.335860706232405
u75519304,g69033010,4.802105664002289
u33282942,g90379019,4.512584446233621
u82502949,g79472133,4.606715548509296
u76739688,g05349653,4.49134237650718
u64860701,g10773791,7.74422962559194
u98869198,g83425645,6.438221828875478
u95791396,g41348232,2.3243359521068565
u17490349,g64348065,4.091678096281652
u89874556,g53969661,3.685576807801492
u11194965,g16167807,4.367601880539175
u54177102,g83607000,4.242838222707483
u57390866,g26129292,1.5647107425381863
u19056561,g30314000,2.4312896467979987
u56439470,g03304317,3.5766440624095965
u77506393,g89809648,4.398532036283727
u18556594,g17907308,3.206453612690852
u06298363,g00500020,1.8814067522114226
u70345415,g67038900,4.0460998050084385
u78120233,g03582685,3.60985076561766
u96979423,g36958384,4.460650705421797
u70389962,g22244120,3.670809852992119
u28394954,g99496555,2.806723723522998
u14407800,g48254339,4.9096368732621745
u04594973,g05463839,6.195268288509448
u18009698,g75513928,3.896731885132279
u06083958,g78139956,3.235579562043951
u27709887,g98214175,4.022327033546233
u51811686,g76717273,0.9876535000487159
u89701907,g66086214,1.3893229855577467
u51276578,g89809648,3.003144331954007
u09994097,g22244120,4.356744284253445
u23462585,g60222751,3.321022492668339
u51155332,g35166995,5.95695763833646
u53201370,g29890162,2.9725915996688617
u01058814,g22244120,4.907686307972056
u31453539,g18223055,3.460170943164462
u01903817,g34193208,3.944903758875869
u44272900,g90898833,3.188259577498448
u64285022,g39534254,4.603655824074548
u28780134,g36958384,5.023089048792961
u70787120,g46101992,3.577239512614599
u30139387,g53461537,4.382841792381632
u75552947,g35984506,4.194039963608801
u18824154,g97217108,5.945650332917575
u23496727,g24479985,5.295913189195939
u39310994,g75160975,2.7005347356949243
u44657132,g78336897,4.333256881147842
u03179970,g35155801,5.254189648359593
u98871696,g51894741,3.619265177387426
u30363937,g73542870,3.9423983423917575
u59766914,g53642056,1.8970159857792264
u74685029,g22284227,4.147777051033198
u33085406,g48350599,4.5968447206060175
u43319755,g51770536,4.395475293875124
u54411535,g53461537,4.067991315146385
u98182875,g10444367,4.506870944279088
u94902092,g89200271,6.158131779100942
u12304471,g30891154,3.82319950617362
u48378925,g10081212,2.3047227203500076
u19426512,g36879809,0.981692103360861
u11726116,g51367911,6.341713695912462
u99768026,g83221585,4.4349829854451395
u14649675,g54327129,2.974731858742744
u01950597,g74343362,1.0911492954192101
u97424769,g59259028,3.2563684941962925
u31934142,g32989876,2.912482449718625
u45155348,g09409361,3.5619878651437347
u86807468,g26274477,2.762331830787531
u34487395,g89492775,4.331518956764101
u46910304,g34216483,3.1479499969851465
u93715150,g02395333,3.1274528648852087
u22147688,g70286157,5.567791467654242
u53316375,g18111735,4.64444656847368
u66562726,g00187437,2.0874623830230767
u12285210,g30105066,2.634560070605574
u47562659,g61225634,5.013419484499952
u96733715,g46446145,5.024451441192423
u93071176,g17807252,6.891724160450219
u11882275,g59682009,3.1129147427204673
u01970144,g70286157,5.784022715714691
u17950890,g33626084,3.687910931064169
u00914251,g53302271,1.90313046928748
u70302904,g07132329,4.020660200570884
u40251545,g58218995,1.5184062530849718
u55889676,g51234623,2.2240109061542075
u50722734,g40499587,6.0773490253089175
u56008566,g29657740,4.264366473854657
u72375447,g29741733,3.7092823422273926
u78337762,g69929359,1.958187588007972
u63840885,g92794719,1.913598872186014
u04495704,g05349653,3.8880379766081066
u59556555,g03488908,3.591891905177944
u72998742,g15714062,7.40744989839258
u07229282,g10053132,2.787886273667085
u90624417,g08020339,3.6856392684858443
u17780757,g74343362,2.8554328482894964
u21257203,g78580495,2.7114358218622
u33197553,g35648086,2.829397388457341
u70389962,g31190276,2.9947903983813817
u98179594,g25592128,1.9780832246714868
u27244547,g57791098,5.520597750716757
u60614761,g34765721,3.1226136194551786
u60034827,g34404624,3.6375491587314435
u06024869,g51283481,6.132121138919215
u44306351,g31541380,4.916492842994528
u65379510,g17604638,8.934861163981937
u26109283,g85485988,2.2195373093972055
u03150358,g95702441,6.0522040776324415
u77827699,g30832734,5.074103408753615
u48741760,g62481736,3.9965152560909125
u16311463,g06730153,0.8077074840355458
u60098410,g88406710,3.402403524556126
u72952508,g53744230,1.7280711998943976
u52693207,g68137463,3.9519607506889285
u44605250,g48828327,2.049568073968871
u76405884,g82874353,1.7422232429634572
u05474386,g83425645,4.666151424951602
u76695873,g51322209,3.4357494163273627
u49097492,g95702441,6.125590462486471
u23858280,g46950883,2.4733591031715534
u50752235,g92794719,1.7638435481797878
u23546625,g11874075,2.8924791126139944
u18475136,g23175113,4.475221609498851
u95210326,g00919878,2.1822119366059165
u46734883,g57734956,5.047369101500294
u91942049,g85442587,5.979309713623643
u94845177,g34621957,3.1971960473087426
u67890036,g83147553,1.9679604522631067
u05935515,g19451556,4.2285918220168455
u67081608,g79735883,5.073089463539311
u32464819,g28580984,2.379617158372564
u09571513,g16087475,4.304785095131716
u20899705,g79333823,7.9214438817193535
u75519304,g23960717,3.567126585446134
u91418972,g32264946,3.3246358912339082
u11751952,g68302537,4.265373690013452
u39796895,g52140787,2.340452001754155
u92136099,g76745472,3.816166734005641
u64254759,g03207903,2.676682964777014
u04639299,g27545941,2.8401812109981184
u56333343,g11862712,3.9053518970677654
u64733603,g54099326,0.13788702333890068
u56349118,g68817798,4.801123706933346
u75519304,g61913894,2.7317211433130097
u15751602,g21037002,4.01491494511891
u53103178,g66403731,2.2297864493327095
u73038623,g74942396,4.782010046889816
u87979266,g05463839,7.174860514028997
u89993462,g59833534,3.8747825146836714
u76210098,g82668863,4.755176735940868
u61150089,g87749248,4.901551358246584
u55957105,g33211163,4.0376806114910915
u00950089,g29741733,3.998553761807788
u21958648,g79735883,4.249836871788232
u17992114,g18465780,4.015139861827924
u86837249,g45328688,5.73978155158435
u94994362,g69213131,2.314162227251339
u35797255,g18342664,1.8720061908568462
u83485985,g65905047,3.977624216456143
u05114490,g49982729,2.3615455917043278
u56398131,g27491100,3.17397438951655
u13132900,g36958384,5.3040037540107345
u21023214,g85599208,3.4288758957314895
u38871576,g99232980,2.429036754472271
u48749199,g03582685,3.854967967422165
u99182282,g99674775,3.0925732152911616
u01684585,g60107140,3.137699588594735
u62402243,g39422502,5.080577114436988
u53669213,g87889911,1.9492496836367954
u01368818,g24555799,2.694622910321466
u60002054,g58023805,3.5261854630771747
u21056154,g22641865,3.681475897745681
u29321637,g89998902,1.792218722240112
u11726116,g39366834,2.436092094768649
u52679587,g89554109,4.326943312635498
u41644422,g18980112,3.510744192707476
u23800330,g36122744,6.006242681008832
u53333400,g69033010,4.570210075822987
